cons,old,new
CRI_68,307,12
CRI_69T75,308,12
CRI_77T82,309,12
CRI_84,310,12
CRI_85,311,12
CRI_86T88,312,12
CRI_90T93,313,12
CRI_94T96,314,12
CRI_97T98,315,12
CZE_01T02,316,10
CZE_03,317,10
CZE_05T06,318,11
CZE_07T08,319,11
CZE_09,320,11
CZE_10T12,321,11
CZE_13T15,322,11
CZE_16,323,11
CZE_17T18,324,11
CZE_19,325,11
CZE_20,326,11
CZE_21,327,11
CZE_22,328,11
CZE_23,329,11
CZE_24,330,11
CZE_25,331,11
CZE_26,332,11
CZE_27,333,11
CZE_28,334,11
CZE_29,335,11
CZE_30,336,11
CZE_31T33,337,11
CZE_35,338,12
CZE_36T39,339,12
CZE_41T43,340,12
CZE_45T47,341,12
CZE_49,342,12
CZE_50,343,12
CZE_51,344,12
CZE_52,345,12
CZE_53,346,12
CZE_55T56,347,12
CZE_58T60,348,12
CZE_61,349,12
CZE_62T63,350,12
CZE_64T66,351,12
CZE_68,352,12
CZE_69T75,353,12
CZE_77T82,354,12
CZE_84,355,12
CZE_85,356,12
CZE_86T88,357,12
CZE_90T93,358,12
CZE_94T96,359,12
CZE_97T98,360,12
DNK_01T02,361,10
DNK_03,362,10
DNK_05T06,363,11
DNK_07T08,364,11
DNK_09,365,11
DNK_10T12,366,11
DNK_13T15,367,11
DNK_16,368,11
DNK_17T18,369,11
DNK_19,370,11
DNK_20,371,11
DNK_21,372,11
DNK_22,373,11
DNK_23,374,11
DNK_24,375,11
DNK_25,376,11
DNK_26,377,11
DNK_27,378,11
DNK_28,379,11
DNK_29,380,11
DNK_30,381,11
DNK_31T33,382,11
DNK_35,383,12
DNK_36T39,384,12
DNK_41T43,385,12
DNK_45T47,386,12
DNK_49,387,12
DNK_50,388,12
DNK_51,389,12
DNK_52,390,12
DNK_53,391,12
DNK_55T56,392,12
DNK_58T60,393,12
DNK_61,394,12
DNK_62T63,395,12
DNK_64T66,396,12
DNK_68,397,12
DNK_69T75,398,12
DNK_77T82,399,12
DNK_84,400,12
DNK_85,401,12
DNK_86T88,402,12
DNK_90T93,403,12
DNK_94T96,404,12
DNK_97T98,405,12
EST_01T02,406,10
EST_03,407,10
EST_05T06,408,11
EST_07T08,409,11
EST_09,410,11
EST_10T12,411,11
EST_13T15,412,11
EST_16,413,11
EST_17T18,414,11
EST_19,415,11
EST_20,416,11
EST_21,417,11
EST_22,418,11
EST_23,419,11
EST_24,420,11
EST_25,421,11
EST_26,422,11
EST_27,423,11
EST_28,424,11
EST_29,425,11
EST_30,426,11
EST_31T33,427,11
EST_35,428,12
EST_36T39,429,12
EST_41T43,430,12
EST_45T47,431,12
EST_49,432,12
EST_50,433,12
EST_51,434,12
EST_52,435,12
EST_53,436,12
EST_55T56,437,12
EST_58T60,438,12
EST_61,439,12
EST_62T63,440,12
EST_64T66,441,12
EST_68,442,12
EST_69T75,443,12
EST_77T82,444,12
EST_84,445,12
EST_85,446,12
EST_86T88,447,12
EST_90T93,448,12
EST_94T96,449,12
EST_97T98,450,12
FIN_01T02,451,10
FIN_03,452,10
FIN_05T06,453,11
FIN_07T08,454,11
FIN_09,455,11
FIN_10T12,456,11
FIN_13T15,457,11
FIN_16,458,11
FIN_17T18,459,11
FIN_19,460,11
FIN_20,461,11
FIN_21,462,11
FIN_22,463,11
FIN_23,464,11
FIN_24,465,11
FIN_25,466,11
FIN_26,467,11
FIN_27,468,11
FIN_28,469,11
FIN_29,470,11
FIN_30,471,11
FIN_31T33,472,11
FIN_35,473,12
FIN_36T39,474,12
FIN_41T43,475,12
FIN_45T47,476,12
FIN_49,477,12
FIN_50,478,12
FIN_51,479,12
FIN_52,480,12
FIN_53,481,12
FIN_55T56,482,12
FIN_58T60,483,12
FIN_61,484,12
FIN_62T63,485,12
FIN_64T66,486,12
FIN_68,487,12
FIN_69T75,488,12
FIN_77T82,489,12
FIN_84,490,12
FIN_85,491,12
FIN_86T88,492,12
FIN_90T93,493,12
FIN_94T96,494,12
FIN_97T98,495,12
FRA_01T02,496,10
FRA_03,497,10
FRA_05T06,498,11
FRA_07T08,499,11
FRA_09,500,11
FRA_10T12,501,11
FRA_13T15,502,11
FRA_16,503,11
FRA_17T18,504,11
FRA_19,505,11
FRA_20,506,11
FRA_21,507,11
FRA_22,508,11
FRA_23,509,11
FRA_24,510,11
FRA_25,511,11
FRA_26,512,11
FRA_27,513,11
FRA_28,514,11
FRA_29,515,11
FRA_30,516,11
FRA_31T33,517,11
FRA_35,518,12
FRA_36T39,519,12
FRA_41T43,520,12
FRA_45T47,521,12
FRA_49,522,12
FRA_50,523,12
FRA_51,524,12
FRA_52,525,12
FRA_53,526,12
FRA_55T56,527,12
FRA_58T60,528,12
FRA_61,529,12
FRA_62T63,530,12
FRA_64T66,531,12
FRA_68,532,12
FRA_69T75,533,12
FRA_77T82,534,12
FRA_84,535,12
FRA_85,536,12
FRA_86T88,537,12
FRA_90T93,538,12
FRA_94T96,539,12
FRA_97T98,540,12
DEU_01T02,541,10
DEU_03,542,10
DEU_05T06,543,11
DEU_07T08,544,11
DEU_09,545,11
DEU_10T12,546,11
DEU_13T15,547,11
DEU_16,548,11
DEU_17T18,549,11
DEU_19,550,11
DEU_20,551,11
DEU_21,552,11
DEU_22,553,11
DEU_23,554,11
DEU_24,555,11
DEU_25,556,11
DEU_26,557,11
DEU_27,558,11
DEU_28,559,11
DEU_29,560,11
DEU_30,561,11
DEU_31T33,562,11
DEU_35,563,12
DEU_36T39,564,12
DEU_41T43,565,12
DEU_45T47,566,12
DEU_49,567,12
DEU_50,568,12
DEU_51,569,12
DEU_52,570,12
DEU_53,571,12
DEU_55T56,572,12
DEU_58T60,573,12
DEU_61,574,12
DEU_62T63,575,12
DEU_64T66,576,12
DEU_68,577,12
DEU_69T75,578,12
DEU_77T82,579,12
DEU_84,580,12
DEU_85,581,12
DEU_86T88,582,12
DEU_90T93,583,12
DEU_94T96,584,12
DEU_97T98,585,12
GRC_01T02,586,10
GRC_03,587,10
GRC_05T06,588,11
GRC_07T08,589,11
GRC_09,590,11
GRC_10T12,591,11
GRC_13T15,592,11
GRC_16,593,11
GRC_17T18,594,11
GRC_19,595,11
GRC_20,596,11
GRC_21,597,11
GRC_22,598,11
GRC_23,599,11
GRC_24,600,11
GRC_25,601,11
GRC_26,602,11
GRC_27,603,11
GRC_28,604,11
GRC_29,605,11
GRC_30,606,11
GRC_31T33,607,11
GRC_35,608,12
GRC_36T39,609,12
GRC_41T43,610,12
GRC_45T47,611,12
GRC_49,612,12
GRC_50,613,12
GRC_51,614,12
GRC_52,615,12
GRC_53,616,12
GRC_55T56,617,12
GRC_58T60,618,12
GRC_61,619,12
GRC_62T63,620,12
GRC_64T66,621,12
GRC_68,622,12
GRC_69T75,623,12
GRC_77T82,624,12
GRC_84,625,12
GRC_85,626,12
GRC_86T88,627,12
GRC_90T93,628,12
GRC_94T96,629,12
GRC_97T98,630,12
HUN_01T02,631,10
HUN_03,632,10
HUN_05T06,633,11
HUN_07T08,634,11
HUN_09,635,11
HUN_10T12,636,11
HUN_13T15,637,11
HUN_16,638,11
HUN_17T18,639,11
HUN_19,640,11
HUN_20,641,11
HUN_21,642,11
HUN_22,643,11
HUN_23,644,11
HUN_24,645,11
HUN_25,646,11
HUN_26,647,11
HUN_27,648,11
HUN_28,649,11
HUN_29,650,11
HUN_30,651,11
HUN_31T33,652,11
HUN_35,653,12
HUN_36T39,654,12
HUN_41T43,655,12
HUN_45T47,656,12
HUN_49,657,12
HUN_50,658,12
HUN_51,659,12
HUN_52,660,12
HUN_53,661,12
HUN_55T56,662,12
HUN_58T60,663,12
HUN_61,664,12
HUN_62T63,665,12
HUN_64T66,666,12
HUN_68,667,12
HUN_69T75,668,12
HUN_77T82,669,12
HUN_84,670,12
HUN_85,671,12
HUN_86T88,672,12
HUN_90T93,673,12
HUN_94T96,674,12
HUN_97T98,675,12
ISL_01T02,676,10
ISL_03,677,10
ISL_05T06,678,11
ISL_07T08,679,11
ISL_09,680,11
ISL_10T12,681,11
ISL_13T15,682,11
ISL_16,683,11
ISL_17T18,684,11
ISL_19,685,11
ISL_20,686,11
ISL_21,687,11
ISL_22,688,11
ISL_23,689,11
ISL_24,690,11
ISL_25,691,11
ISL_26,692,11
ISL_27,693,11
ISL_28,694,11
ISL_29,695,11
ISL_30,696,11
ISL_31T33,697,11
ISL_35,698,12
ISL_36T39,699,12
ISL_41T43,700,12
ISL_45T47,701,12
ISL_49,702,12
ISL_50,703,12
ISL_51,704,12
ISL_52,705,12
ISL_53,706,12
ISL_55T56,707,12
ISL_58T60,708,12
ISL_61,709,12
ISL_62T63,710,12
ISL_64T66,711,12
ISL_68,712,12
ISL_69T75,713,12
ISL_77T82,714,12
ISL_84,715,12
ISL_85,716,12
ISL_86T88,717,12
ISL_90T93,718,12
ISL_94T96,719,12
ISL_97T98,720,12
IRL_01T02,721,10
IRL_03,722,10
IRL_05T06,723,11
IRL_07T08,724,11
IRL_09,725,11
IRL_10T12,726,11
IRL_13T15,727,11
IRL_16,728,11
IRL_17T18,729,11
IRL_19,730,11
IRL_20,731,11
IRL_21,732,11
IRL_22,733,11
IRL_23,734,11
IRL_24,735,11
IRL_25,736,11
IRL_26,737,11
IRL_27,738,11
IRL_28,739,11
IRL_29,740,11
IRL_30,741,11
IRL_31T33,742,11
IRL_35,743,12
IRL_36T39,744,12
IRL_41T43,745,12
IRL_45T47,746,12
IRL_49,747,12
IRL_50,748,12
IRL_51,749,12
IRL_52,750,12
IRL_53,751,12
IRL_55T56,752,12
IRL_58T60,753,12
IRL_61,754,12
IRL_62T63,755,12
IRL_64T66,756,12
IRL_68,757,12
IRL_69T75,758,12
IRL_77T82,759,12
IRL_84,760,12
IRL_85,761,12
IRL_86T88,762,12
IRL_90T93,763,12
IRL_94T96,764,12
IRL_97T98,765,12
ISR_01T02,766,10
ISR_03,767,10
ISR_05T06,768,11
ISR_07T08,769,11
ISR_09,770,11
ISR_10T12,771,11
ISR_13T15,772,11
ISR_16,773,11
ISR_17T18,774,11
ISR_19,775,11
ISR_20,776,11
ISR_21,777,11
ISR_22,778,11
ISR_23,779,11
ISR_24,780,11
ISR_25,781,11
ISR_26,782,11
ISR_27,783,11
ISR_28,784,11
ISR_29,785,11
ISR_30,786,11
ISR_31T33,787,11
ISR_35,788,12
ISR_36T39,789,12
ISR_41T43,790,12
ISR_45T47,791,12
ISR_49,792,12
ISR_50,793,12
ISR_51,794,12
ISR_52,795,12
ISR_53,796,12
ISR_55T56,797,12
ISR_58T60,798,12
ISR_61,799,12
ISR_62T63,800,12
ISR_64T66,801,12
ISR_68,802,12
ISR_69T75,803,12
ISR_77T82,804,12
ISR_84,805,12
ISR_85,806,12
ISR_86T88,807,12
ISR_90T93,808,12
ISR_94T96,809,12
ISR_97T98,810,12
ITA_01T02,811,10
ITA_03,812,10
ITA_05T06,813,11
ITA_07T08,814,11
ITA_09,815,11
ITA_10T12,816,11
ITA_13T15,817,11
ITA_16,818,11
ITA_17T18,819,11
ITA_19,820,11
ITA_20,821,11
ITA_21,822,11
ITA_22,823,11
ITA_23,824,11
ITA_24,825,11
ITA_25,826,11
ITA_26,827,11
ITA_27,828,11
ITA_28,829,11
ITA_29,830,11
ITA_30,831,11
ITA_31T33,832,11
ITA_35,833,12
ITA_36T39,834,12
ITA_41T43,835,12
ITA_45T47,836,12
ITA_49,837,12
ITA_50,838,12
ITA_51,839,12
ITA_52,840,12
ITA_53,841,12
ITA_55T56,842,12
ITA_58T60,843,12
ITA_61,844,12
ITA_62T63,845,12
ITA_64T66,846,12
ITA_68,847,12
ITA_69T75,848,12
ITA_77T82,849,12
ITA_84,850,12
ITA_85,851,12
ITA_86T88,852,12
ITA_90T93,853,12
ITA_94T96,854,12
ITA_97T98,855,12
JPN_01T02,856,10
JPN_03,857,10
JPN_05T06,858,11
JPN_07T08,859,11
JPN_09,860,11
JPN_10T12,861,11
JPN_13T15,862,11
JPN_16,863,11
JPN_17T18,864,11
JPN_19,865,11
JPN_20,866,11
JPN_21,867,11
JPN_22,868,11
JPN_23,869,11
JPN_24,870,11
JPN_25,871,11
JPN_26,872,11
JPN_27,873,11
JPN_28,874,11
JPN_29,875,11
JPN_30,876,11
JPN_31T33,877,11
JPN_35,878,12
JPN_36T39,879,12
JPN_41T43,880,12
JPN_45T47,881,12
JPN_49,882,12
JPN_50,883,12
JPN_51,884,12
JPN_52,885,12
JPN_53,886,12
JPN_55T56,887,12
JPN_58T60,888,12
JPN_61,889,12
JPN_62T63,890,12
JPN_64T66,891,12
JPN_68,892,12
JPN_69T75,893,12
JPN_77T82,894,12
JPN_84,895,12
JPN_85,896,12
JPN_86T88,897,12
JPN_90T93,898,12
JPN_94T96,899,12
JPN_97T98,900,12
KOR_01T02,901,1
KOR_03,902,1
KOR_05T06,903,2
KOR_07T08,904,2
KOR_09,905,2
KOR_10T12,906,2
KOR_13T15,907,2
KOR_16,908,2
KOR_17T18,909,2
KOR_19,910,2
KOR_20,911,2
KOR_21,912,2
KOR_22,913,2
KOR_23,914,2
KOR_24,915,2
KOR_25,916,2
KOR_26,917,2
KOR_27,918,2
KOR_28,919,2
KOR_29,920,2
KOR_30,921,2
KOR_31T33,922,2
KOR_35,923,3
KOR_36T39,924,3
KOR_41T43,925,3
KOR_45T47,926,3
KOR_49,927,3
KOR_50,928,3
KOR_51,929,3
KOR_52,930,3
KOR_53,931,3
KOR_55T56,932,3
KOR_58T60,933,3
KOR_61,934,3
KOR_62T63,935,3
KOR_64T66,936,3
KOR_68,937,3
KOR_69T75,938,3
KOR_77T82,939,3
KOR_84,940,3
KOR_85,941,3
KOR_86T88,942,3
KOR_90T93,943,3
KOR_94T96,944,3
KOR_97T98,945,3
LVA_01T02,946,10
LVA_03,947,10
LVA_05T06,948,11
LVA_07T08,949,11
LVA_09,950,11
LVA_10T12,951,11
LVA_13T15,952,11
LVA_16,953,11
LVA_17T18,954,11
LVA_19,955,11
LVA_20,956,11
LVA_21,957,11
LVA_22,958,11
LVA_23,959,11
LVA_24,960,11
LVA_25,961,11
LVA_26,962,11
LVA_27,963,11
LVA_28,964,11
LVA_29,965,11
LVA_30,966,11
LVA_31T33,967,11
LVA_35,968,12
LVA_36T39,969,12
LVA_41T43,970,12
LVA_45T47,971,12
LVA_49,972,12
LVA_50,973,12
LVA_51,974,12
LVA_52,975,12
LVA_53,976,12
LVA_55T56,977,12
LVA_58T60,978,12
LVA_61,979,12
LVA_62T63,980,12
LVA_64T66,981,12
LVA_68,982,12
LVA_69T75,983,12
LVA_77T82,984,12
LVA_84,985,12
LVA_85,986,12
LVA_86T88,987,12
LVA_90T93,988,12
LVA_94T96,989,12
LVA_97T98,990,12
LTU_01T02,991,10
LTU_03,992,10
LTU_05T06,993,11
LTU_07T08,994,11
LTU_09,995,11
LTU_10T12,996,11
LTU_13T15,997,11
LTU_16,998,11
LTU_17T18,999,11
LTU_19,1000,11
LTU_20,1001,11
LTU_21,1002,11
LTU_22,1003,11
LTU_23,1004,11
LTU_24,1005,11
LTU_25,1006,11
LTU_26,1007,11
LTU_27,1008,11
LTU_28,1009,11
LTU_29,1010,11
LTU_30,1011,11
LTU_31T33,1012,11
LTU_35,1013,12
LTU_36T39,1014,12
LTU_41T43,1015,12
LTU_45T47,1016,12
LTU_49,1017,12
LTU_50,1018,12
LTU_51,1019,12
LTU_52,1020,12
LTU_53,1021,12
LTU_55T56,1022,12
LTU_58T60,1023,12
LTU_61,1024,12
LTU_62T63,1025,12
LTU_64T66,1026,12
LTU_68,1027,12
LTU_69T75,1028,12
LTU_77T82,1029,12
LTU_84,1030,12
LTU_85,1031,12
LTU_86T88,1032,12
LTU_90T93,1033,12
LTU_94T96,1034,12
LTU_97T98,1035,12
LUX_01T02,1036,10
LUX_03,1037,10
LUX_05T06,1038,11
LUX_07T08,1039,11
LUX_09,1040,11
LUX_10T12,1041,11
LUX_13T15,1042,11
LUX_16,1043,11
LUX_17T18,1044,11
LUX_19,1045,11
LUX_20,1046,11
LUX_21,1047,11
LUX_22,1048,11
LUX_23,1049,11
LUX_24,1050,11
LUX_25,1051,11
LUX_26,1052,11
LUX_27,1053,11
LUX_28,1054,11
LUX_29,1055,11
LUX_30,1056,11
LUX_31T33,1057,11
LUX_35,1058,12
LUX_36T39,1059,12
LUX_41T43,1060,12
LUX_45T47,1061,12
LUX_49,1062,12
LUX_50,1063,12
LUX_51,1064,12
LUX_52,1065,12
LUX_53,1066,12
LUX_55T56,1067,12
LUX_58T60,1068,12
LUX_61,1069,12
LUX_62T63,1070,12
LUX_64T66,1071,12
LUX_68,1072,12
LUX_69T75,1073,12
LUX_77T82,1074,12
LUX_84,1075,12
LUX_85,1076,12
LUX_86T88,1077,12
LUX_90T93,1078,12
LUX_94T96,1079,12
LUX_97T98,1080,12
MEX_01T02,1081,10
MEX_03,1082,10
MEX_05T06,1083,11
MEX_07T08,1084,11
MEX_09,1085,11
MEX_10T12,1086,11
MEX_13T15,1087,11
MEX_16,1088,11
MEX_17T18,1089,11
MEX_19,1090,11
MEX_20,1091,11
MEX_21,1092,11
MEX_22,1093,11
MEX_23,1094,11
MEX_24,1095,11
MEX_25,1096,11
MEX_26,1097,11
MEX_27,1098,11
MEX_28,1099,11
MEX_29,1100,11
MEX_30,1101,11
MEX_31T33,1102,11
MEX_35,1103,12
MEX_36T39,1104,12
MEX_41T43,1105,12
MEX_45T47,1106,12
MEX_49,1107,12
MEX_50,1108,12
MEX_51,1109,12
MEX_52,1110,12
MEX_53,1111,12
MEX_55T56,1112,12
MEX_58T60,1113,12
MEX_61,1114,12
MEX_62T63,1115,12
MEX_64T66,1116,12
MEX_68,1117,12
MEX_69T75,1118,12
MEX_77T82,1119,12
MEX_84,1120,12
MEX_85,1121,12
MEX_86T88,1122,12
MEX_90T93,1123,12
MEX_94T96,1124,12
MEX_97T98,1125,12
NLD_01T02,1126,10
NLD_03,1127,10
NLD_05T06,1128,11
NLD_07T08,1129,11
NLD_09,1130,11
NLD_10T12,1131,11
NLD_13T15,1132,11
NLD_16,1133,11
NLD_17T18,1134,11
NLD_19,1135,11
NLD_20,1136,11
NLD_21,1137,11
NLD_22,1138,11
NLD_23,1139,11
NLD_24,1140,11
NLD_25,1141,11
NLD_26,1142,11
NLD_27,1143,11
NLD_28,1144,11
NLD_29,1145,11
NLD_30,1146,11
NLD_31T33,1147,11
NLD_35,1148,12
NLD_36T39,1149,12
NLD_41T43,1150,12
NLD_45T47,1151,12
NLD_49,1152,12
NLD_50,1153,12
NLD_51,1154,12
NLD_52,1155,12
NLD_53,1156,12
NLD_55T56,1157,12
NLD_58T60,1158,12
NLD_61,1159,12
NLD_62T63,1160,12
NLD_64T66,1161,12
NLD_68,1162,12
NLD_69T75,1163,12
NLD_77T82,1164,12
NLD_84,1165,12
NLD_85,1166,12
NLD_86T88,1167,12
NLD_90T93,1168,12
NLD_94T96,1169,12
NLD_97T98,1170,12
NZL_01T02,1171,10
NZL_03,1172,10
NZL_05T06,1173,11
NZL_07T08,1174,11
NZL_09,1175,11
NZL_10T12,1176,11
NZL_13T15,1177,11
NZL_16,1178,11
NZL_17T18,1179,11
NZL_19,1180,11
NZL_20,1181,11
NZL_21,1182,11
NZL_22,1183,11
NZL_23,1184,11
NZL_24,1185,11
NZL_25,1186,11
NZL_26,1187,11
NZL_27,1188,11
NZL_28,1189,11
NZL_29,1190,11
NZL_30,1191,11
NZL_31T33,1192,11
NZL_35,1193,12
NZL_36T39,1194,12
NZL_41T43,1195,12
NZL_45T47,1196,12
NZL_49,1197,12
NZL_50,1198,12
NZL_51,1199,12
NZL_52,1200,12
NZL_53,1201,12
NZL_55T56,1202,12
NZL_58T60,1203,12
NZL_61,1204,12
NZL_62T63,1205,12
NZL_64T66,1206,12
NZL_68,1207,12
NZL_69T75,1208,12
NZL_77T82,1209,12
NZL_84,1210,12
NZL_85,1211,12
NZL_86T88,1212,12
NZL_90T93,1213,12
NZL_94T96,1214,12
NZL_97T98,1215,12
NOR_01T02,1216,10
NOR_03,1217,10
NOR_05T06,1218,11
NOR_07T08,1219,11
NOR_09,1220,11
NOR_10T12,1221,11
NOR_13T15,1222,11
NOR_16,1223,11
NOR_17T18,1224,11
NOR_19,1225,11
NOR_20,1226,11
NOR_21,1227,11
NOR_22,1228,11
NOR_23,1229,11
NOR_24,1230,11
NOR_25,1231,11
NOR_26,1232,11
NOR_27,1233,11
NOR_28,1234,11
NOR_29,1235,11
NOR_30,1236,11
NOR_31T33,1237,11
NOR_35,1238,12
NOR_36T39,1239,12
NOR_41T43,1240,12
NOR_45T47,1241,12
NOR_49,1242,12
NOR_50,1243,12
NOR_51,1244,12
NOR_52,1245,12
NOR_53,1246,12
NOR_55T56,1247,12
NOR_58T60,1248,12
NOR_61,1249,12
NOR_62T63,1250,12
NOR_64T66,1251,12
NOR_68,1252,12
NOR_69T75,1253,12
NOR_77T82,1254,12
NOR_84,1255,12
NOR_85,1256,12
NOR_86T88,1257,12
NOR_90T93,1258,12
NOR_94T96,1259,12
NOR_97T98,1260,12
POL_01T02,1261,10
POL_03,1262,10
POL_05T06,1263,11
POL_07T08,1264,11
POL_09,1265,11
POL_10T12,1266,11
POL_13T15,1267,11
POL_16,1268,11
POL_17T18,1269,11
POL_19,1270,11
POL_20,1271,11
POL_21,1272,11
POL_22,1273,11
POL_23,1274,11
POL_24,1275,11
POL_25,1276,11
POL_26,1277,11
POL_27,1278,11
POL_28,1279,11
POL_29,1280,11
POL_30,1281,11
POL_31T33,1282,11
POL_35,1283,12
POL_36T39,1284,12
POL_41T43,1285,12
POL_45T47,1286,12
POL_49,1287,12
POL_50,1288,12
POL_51,1289,12
POL_52,1290,12
POL_53,1291,12
POL_55T56,1292,12
POL_58T60,1293,12
POL_61,1294,12
POL_62T63,1295,12
POL_64T66,1296,12
POL_68,1297,12
POL_69T75,1298,12
POL_77T82,1299,12
POL_84,1300,12
POL_85,1301,12
POL_86T88,1302,12
POL_90T93,1303,12
POL_94T96,1304,12
POL_97T98,1305,12
PRT_01T02,1306,10
PRT_03,1307,10
PRT_05T06,1308,11
PRT_07T08,1309,11
PRT_09,1310,11
PRT_10T12,1311,11
PRT_13T15,1312,11
PRT_16,1313,11
PRT_17T18,1314,11
PRT_19,1315,11
PRT_20,1316,11
PRT_21,1317,11
PRT_22,1318,11
PRT_23,1319,11
PRT_24,1320,11
PRT_25,1321,11
PRT_26,1322,11
PRT_27,1323,11
PRT_28,1324,11
PRT_29,1325,11
PRT_30,1326,11
PRT_31T33,1327,11
PRT_35,1328,12
PRT_36T39,1329,12
PRT_41T43,1330,12
PRT_45T47,1331,12
PRT_49,1332,12
PRT_50,1333,12
PRT_51,1334,12
PRT_52,1335,12
PRT_53,1336,12
PRT_55T56,1337,12
PRT_58T60,1338,12
PRT_61,1339,12
PRT_62T63,1340,12
PRT_64T66,1341,12
PRT_68,1342,12
PRT_69T75,1343,12
PRT_77T82,1344,12
PRT_84,1345,12
PRT_85,1346,12
PRT_86T88,1347,12
PRT_90T93,1348,12
PRT_94T96,1349,12
PRT_97T98,1350,12
SVK_01T02,1351,10
SVK_03,1352,10
SVK_05T06,1353,11
SVK_07T08,1354,11
SVK_09,1355,11
SVK_10T12,1356,11
SVK_13T15,1357,11
SVK_16,1358,11
SVK_17T18,1359,11
SVK_19,1360,11
SVK_20,1361,11
SVK_21,1362,11
SVK_22,1363,11
SVK_23,1364,11
SVK_24,1365,11
SVK_25,1366,11
SVK_26,1367,11
SVK_27,1368,11
SVK_28,1369,11
SVK_29,1370,11
SVK_30,1371,11
SVK_31T33,1372,11
SVK_35,1373,12
SVK_36T39,1374,12
SVK_41T43,1375,12
SVK_45T47,1376,12
SVK_49,1377,12
SVK_50,1378,12
SVK_51,1379,12
SVK_52,1380,12
SVK_53,1381,12
SVK_55T56,1382,12
SVK_58T60,1383,12
SVK_61,1384,12
SVK_62T63,1385,12
SVK_64T66,1386,12
SVK_68,1387,12
SVK_69T75,1388,12
SVK_77T82,1389,12
SVK_84,1390,12
SVK_85,1391,12
SVK_86T88,1392,12
SVK_90T93,1393,12
SVK_94T96,1394,12
SVK_97T98,1395,12
SVN_01T02,1396,10
SVN_03,1397,10
SVN_05T06,1398,11
SVN_07T08,1399,11
SVN_09,1400,11
SVN_10T12,1401,11
SVN_13T15,1402,11
SVN_16,1403,11
SVN_17T18,1404,11
SVN_19,1405,11
SVN_20,1406,11
SVN_21,1407,11
SVN_22,1408,11
SVN_23,1409,11
SVN_24,1410,11
SVN_25,1411,11
SVN_26,1412,11
SVN_27,1413,11
SVN_28,1414,11
SVN_29,1415,11
SVN_30,1416,11
SVN_31T33,1417,11
SVN_35,1418,12
SVN_36T39,1419,12
SVN_41T43,1420,12
SVN_45T47,1421,12
SVN_49,1422,12
SVN_50,1423,12
SVN_51,1424,12
SVN_52,1425,12
SVN_53,1426,12
SVN_55T56,1427,12
SVN_58T60,1428,12
SVN_61,1429,12
SVN_62T63,1430,12
SVN_64T66,1431,12
SVN_68,1432,12
SVN_69T75,1433,12
SVN_77T82,1434,12
SVN_84,1435,12
SVN_85,1436,12
SVN_86T88,1437,12
SVN_90T93,1438,12
SVN_94T96,1439,12
SVN_97T98,1440,12
ESP_01T02,1441,10
ESP_03,1442,10
ESP_05T06,1443,11
ESP_07T08,1444,11
ESP_09,1445,11
ESP_10T12,1446,11
ESP_13T15,1447,11
ESP_16,1448,11
ESP_17T18,1449,11
ESP_19,1450,11
ESP_20,1451,11
ESP_21,1452,11
ESP_22,1453,11
ESP_23,1454,11
ESP_24,1455,11
ESP_25,1456,11
ESP_26,1457,11
ESP_27,1458,11
ESP_28,1459,11
ESP_29,1460,11
ESP_30,1461,11
ESP_31T33,1462,11
ESP_35,1463,12
ESP_36T39,1464,12
ESP_41T43,1465,12
ESP_45T47,1466,12
ESP_49,1467,12
ESP_50,1468,12
ESP_51,1469,12
ESP_52,1470,12
ESP_53,1471,12
ESP_55T56,1472,12
ESP_58T60,1473,12
ESP_61,1474,12
ESP_62T63,1475,12
ESP_64T66,1476,12
ESP_68,1477,12
ESP_69T75,1478,12
ESP_77T82,1479,12
ESP_84,1480,12
ESP_85,1481,12
ESP_86T88,1482,12
ESP_90T93,1483,12
ESP_94T96,1484,12
ESP_97T98,1485,12
SWE_01T02,1486,10
SWE_03,1487,10
SWE_05T06,1488,11
SWE_07T08,1489,11
SWE_09,1490,11
SWE_10T12,1491,11
SWE_13T15,1492,11
SWE_16,1493,11
SWE_17T18,1494,11
SWE_19,1495,11
SWE_20,1496,11
SWE_21,1497,11
SWE_22,1498,11
SWE_23,1499,11
SWE_24,1500,11
SWE_25,1501,11
SWE_26,1502,11
SWE_27,1503,11
SWE_28,1504,11
SWE_29,1505,11
SWE_30,1506,11
SWE_31T33,1507,11
SWE_35,1508,12
SWE_36T39,1509,12
SWE_41T43,1510,12
SWE_45T47,1511,12
SWE_49,1512,12
SWE_50,1513,12
SWE_51,1514,12
SWE_52,1515,12
SWE_53,1516,12
SWE_55T56,1517,12
SWE_58T60,1518,12
SWE_61,1519,12
SWE_62T63,1520,12
SWE_64T66,1521,12
SWE_68,1522,12
SWE_69T75,1523,12
SWE_77T82,1524,12
SWE_84,1525,12
SWE_85,1526,12
SWE_86T88,1527,12
SWE_90T93,1528,12
SWE_94T96,1529,12
SWE_97T98,1530,12
CHE_01T02,1531,10
CHE_03,1532,10
CHE_05T06,1533,11
CHE_07T08,1534,11
CHE_09,1535,11
CHE_10T12,1536,11
CHE_13T15,1537,11
CHE_16,1538,11
CHE_17T18,1539,11
CHE_19,1540,11
CHE_20,1541,11
CHE_21,1542,11
CHE_22,1543,11
CHE_23,1544,11
CHE_24,1545,11
CHE_25,1546,11
CHE_26,1547,11
CHE_27,1548,11
